"Wavelength","HOURS","sample_name","sample","blank","intensity_bl_corrected"
600,39.6861111111111,"PCA + medium + Fumarate",0.097,0.089,0.00800000000000001
600,39.6861111111111,"SD-1  DMR",0.908,0.466,0.442
600,39.6861111111111,"SD-1  DMR+ Ferric citrate",1.38,0.641,0.739
600,39.6861111111111,"SD-1  medium bicarb + Ferric Citrate",1.065,0.27,0.795
600,39.6861111111111,"SD-1  medium PIPES + Ferric Citrate",0.39,0.374,0.016
600,39.6861111111111,"SD-1  medium PIPES + Ferric Citrate + lactate",1.343,0.362,0.981
600,39.6861111111111,"SD-1 Defined media + Acetate",0.206,0.192,0.014
600,39.6861111111111,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.727,0.27,0.457
600,40.0197222222222,"PCA + DMR",0.399,0.427,-0.028
600,40.0197222222222,"PCA + DMR + Fumarate",0.342,0.365,-0.023
600,40.0197222222222,"PCA + medium + Fumarate",0.097,0.089,0.00800000000000001
600,40.0197222222222,"SD-1  DMR",0.908,0.466,0.442
600,40.0197222222222,"SD-1  DMR+ Ferric citrate",1.384,0.641,0.743
600,40.0197222222222,"SD-1  medium bicarb + Ferric Citrate",1.066,0.266,0.8
600,40.0197222222222,"SD-1  medium PIPES + Ferric Citrate",0.39,0.374,0.016
600,40.0197222222222,"SD-1  medium PIPES + Ferric Citrate + lactate",1.367,0.362,1.005
600,40.0197222222222,"SD-1 Defined media + Acetate",0.206,0.192,0.014
600,40.0197222222222,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.729,0.27,0.459
600,40.3533333333333,"PCA + DMR",0.399,0.427,-0.028
600,40.3533333333333,"PCA + DMR + Fumarate",0.342,0.365,-0.023
600,40.3533333333333,"PCA + medium + Fumarate",0.097,0.089,0.00800000000000001
600,40.3533333333333,"SD-1  DMR",0.913,0.466,0.447
600,40.3533333333333,"SD-1  DMR+ Ferric citrate",1.384,0.64,0.744
600,40.3533333333333,"SD-1  medium bicarb + Ferric Citrate",1.066,0.267,0.799
600,40.3533333333333,"SD-1  medium PIPES + Ferric Citrate",0.39,0.374,0.016
600,40.3533333333333,"SD-1  medium PIPES + Ferric Citrate + lactate",1.388,0.362,1.026
600,40.3533333333333,"SD-1 Defined media + Acetate",0.207,0.194,0.013
600,40.3533333333333,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.73,0.27,0.46
600,40.6869444444444,"PCA + DMR",0.399,0.427,-0.028
600,40.6869444444444,"PCA + DMR + Fumarate",0.342,0.365,-0.023
600,40.6869444444444,"PCA + medium + Fumarate",0.097,0.09,0.00700000000000001
600,40.6869444444444,"SD-1  DMR",0.914,0.466,0.448
600,40.6869444444444,"SD-1  DMR+ Ferric citrate",1.386,0.64,0.746
600,40.6869444444444,"SD-1  medium bicarb + Ferric Citrate",1.067,0.266,0.801
600,40.6869444444444,"SD-1  medium PIPES + Ferric Citrate",0.39,0.376,0.014
600,40.6869444444444,"SD-1  medium PIPES + Ferric Citrate + lactate",1.397,0.362,1.035
600,40.6869444444444,"SD-1 Defined media + Acetate",0.207,0.192,0.015
600,40.6869444444444,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.732,0.27,0.462
600,41.0205555555556,"PCA + DMR",0.399,0.427,-0.028
600,41.0205555555556,"PCA + DMR + Fumarate",0.342,0.365,-0.023
600,41.0205555555556,"PCA + medium + Fumarate",0.097,0.089,0.00800000000000001
600,41.0205555555556,"SD-1  DMR",0.915,0.466,0.449
600,41.0205555555556,"SD-1  DMR+ Ferric citrate",1.391,0.639,0.752
600,41.0205555555556,"SD-1  medium bicarb + Ferric Citrate",1.067,0.266,0.801
600,41.0205555555556,"SD-1  medium PIPES + Ferric Citrate",0.39,0.374,0.016
600,41.0205555555556,"SD-1  medium PIPES + Ferric Citrate + lactate",1.401,0.362,1.039
600,41.0205555555556,"SD-1 Defined media + Acetate",0.208,0.192,0.016
600,41.0205555555556,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.734,0.27,0.464
600,41.3541666666667,"PCA + DMR",0.399,0.426,-0.027
600,41.3541666666667,"PCA + DMR + Fumarate",0.342,0.365,-0.023
600,41.3541666666667,"PCA + medium + Fumarate",0.097,0.089,0.00800000000000001
600,41.3541666666667,"SD-1  DMR",0.918,0.466,0.452
600,41.3541666666667,"SD-1  DMR+ Ferric citrate",1.392,0.639,0.753
600,41.3541666666667,"SD-1  medium bicarb + Ferric Citrate",1.068,0.266,0.802
600,41.3541666666667,"SD-1  medium PIPES + Ferric Citrate",0.391,0.374,0.017
600,41.3541666666667,"SD-1  medium PIPES + Ferric Citrate + lactate",1.399,0.362,1.037
600,41.3541666666667,"SD-1 Defined media + Acetate",0.208,0.196,0.012
600,41.3541666666667,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.736,0.27,0.466
600,41.6877777777778,"PCA + DMR",0.399,0.427,-0.028
600,41.6877777777778,"PCA + DMR + Fumarate",0.342,0.365,-0.023
600,41.6877777777778,"PCA + medium + Fumarate",0.097,0.089,0.00800000000000001
600,41.6877777777778,"SD-1  DMR",0.921,0.466,0.455
600,41.6877777777778,"SD-1  DMR+ Ferric citrate",1.394,0.639,0.755
600,41.6877777777778,"SD-1  medium bicarb + Ferric Citrate",1.068,0.266,0.802
600,41.6877777777778,"SD-1  medium PIPES + Ferric Citrate",0.391,0.375,0.016
600,41.6877777777778,"SD-1  medium PIPES + Ferric Citrate + lactate",1.399,0.362,1.037
600,41.6877777777778,"SD-1 Defined media + Acetate",0.208,0.195,0.013
600,41.6877777777778,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.738,0.27,0.468
600,42.0213888888889,"PCA + DMR",0.399,0.427,-0.028
600,42.0213888888889,"PCA + DMR + Fumarate",0.342,0.365,-0.023
600,42.0213888888889,"PCA + medium + Fumarate",0.097,0.089,0.00800000000000001
600,42.0213888888889,"SD-1  DMR",0.922,0.466,0.456
600,42.0213888888889,"SD-1  DMR+ Ferric citrate",1.397,0.639,0.758
600,42.0213888888889,"SD-1  medium bicarb + Ferric Citrate",1.069,0.266,0.803
600,42.0213888888889,"SD-1  medium PIPES + Ferric Citrate",0.391,0.375,0.016
600,42.0213888888889,"SD-1  medium PIPES + Ferric Citrate + lactate",1.405,0.362,1.043
600,42.0213888888889,"SD-1 Defined media + Acetate",0.208,0.192,0.016
600,42.0213888888889,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.741,0.27,0.471
600,42.355,"PCA + DMR",0.399,0.427,-0.028
600,42.355,"PCA + DMR + Fumarate",0.342,0.365,-0.023
600,42.355,"PCA + medium + Fumarate",0.096,0.089,0.00700000000000001
600,42.355,"SD-1  DMR",0.923,0.466,0.457
600,42.355,"SD-1  DMR+ Ferric citrate",1.399,0.639,0.76
600,42.355,"SD-1  medium bicarb + Ferric Citrate",1.07,0.266,0.804
600,42.355,"SD-1  medium PIPES + Ferric Citrate",0.391,0.376,0.015
600,42.355,"SD-1  medium PIPES + Ferric Citrate + lactate",1.409,0.362,1.047
600,42.355,"SD-1 Defined media + Acetate",0.209,0.192,0.017
600,42.355,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.744,0.269,0.475
600,42.6886111111111,"PCA + DMR",0.399,0.427,-0.028
600,42.6886111111111,"PCA + DMR + Fumarate",0.342,0.365,-0.023
600,42.6886111111111,"PCA + medium + Fumarate",0.096,0.089,0.00700000000000001
600,42.6886111111111,"SD-1  DMR",0.925,0.466,0.459
600,42.6886111111111,"SD-1  DMR+ Ferric citrate",1.402,0.639,0.763
600,42.6886111111111,"SD-1  medium bicarb + Ferric Citrate",1.07,0.266,0.804
600,42.6886111111111,"SD-1  medium PIPES + Ferric Citrate",0.391,0.374,0.017
600,42.6886111111111,"SD-1  medium PIPES + Ferric Citrate + lactate",1.419,0.362,1.057
600,42.6886111111111,"SD-1 Defined media + Acetate",0.209,0.192,0.017
600,42.6886111111111,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.747,0.27,0.477
600,43.0222222222222,"PCA + DMR",0.399,0.427,-0.028
600,43.0222222222222,"PCA + DMR + Fumarate",0.342,0.364,-0.022
600,43.0222222222222,"PCA + medium + Fumarate",0.096,0.089,0.00700000000000001
600,43.0222222222222,"SD-1  DMR",0.925,0.466,0.459
600,43.0222222222222,"SD-1  DMR+ Ferric citrate",1.406,0.639,0.767
600,43.0222222222222,"SD-1  medium bicarb + Ferric Citrate",1.072,0.266,0.806
600,43.0222222222222,"SD-1  medium PIPES + Ferric Citrate",0.391,0.374,0.017
600,43.0222222222222,"SD-1  medium PIPES + Ferric Citrate + lactate",1.432,0.362,1.07
600,43.0222222222222,"SD-1 Defined media + Acetate",0.21,0.197,0.013
600,43.0222222222222,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.751,0.27,0.481
600,43.3558333333333,"PCA + DMR",0.399,0.427,-0.028
600,43.3558333333333,"PCA + DMR + Fumarate",0.342,0.364,-0.022
600,43.3558333333333,"PCA + medium + Fumarate",0.096,0.089,0.00700000000000001
600,43.3558333333333,"SD-1  DMR",0.928,0.466,0.462
600,43.3558333333333,"SD-1  DMR+ Ferric citrate",1.408,0.638,0.77
600,43.3558333333333,"SD-1  medium bicarb + Ferric Citrate",1.072,0.267,0.805
600,43.3558333333333,"SD-1  medium PIPES + Ferric Citrate",0.391,0.373,0.018
600,43.3558333333333,"SD-1  medium PIPES + Ferric Citrate + lactate",1.453,0.362,1.091
600,43.3558333333333,"SD-1 Defined media + Acetate",0.21,0.193,0.017
600,43.3558333333333,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.754,0.27,0.484
600,43.6894444444444,"PCA + DMR",0.399,0.427,-0.028
600,43.6894444444444,"PCA + DMR + Fumarate",0.342,0.364,-0.022
600,43.6894444444444,"PCA + medium + Fumarate",0.096,0.089,0.00700000000000001
600,43.6894444444444,"SD-1  DMR",0.931,0.466,0.465
600,43.6894444444444,"SD-1  DMR+ Ferric citrate",1.41,0.638,0.772
600,43.6894444444444,"SD-1  medium bicarb + Ferric Citrate",1.072,0.276,0.796
600,43.6894444444444,"SD-1  medium PIPES + Ferric Citrate",0.391,0.376,0.015
600,43.6894444444444,"SD-1  medium PIPES + Ferric Citrate + lactate",1.474,0.362,1.112
600,43.6894444444444,"SD-1 Defined media + Acetate",0.211,0.196,0.015
600,43.6894444444444,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.757,0.269,0.488
600,44.0230555555556,"PCA + DMR",0.4,0.427,-0.027
600,44.0230555555556,"PCA + DMR + Fumarate",0.342,0.364,-0.022
600,44.0230555555556,"PCA + medium + Fumarate",0.096,0.089,0.00700000000000001
600,44.0230555555556,"SD-1  DMR",0.932,0.466,0.466
600,44.0230555555556,"SD-1  DMR+ Ferric citrate",1.412,0.638,0.774
600,44.0230555555556,"SD-1  medium bicarb + Ferric Citrate",1.073,0.267,0.806
600,44.0230555555556,"SD-1  medium PIPES + Ferric Citrate",0.392,0.375,0.017
600,44.0230555555556,"SD-1  medium PIPES + Ferric Citrate + lactate",1.5,0.362,1.138
600,44.0230555555556,"SD-1 Defined media + Acetate",0.211,0.192,0.019
600,44.0230555555556,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.76,0.27,0.49
600,44.3566666666667,"PCA + DMR",0.4,0.427,-0.027
600,44.3566666666667,"PCA + DMR + Fumarate",0.342,0.364,-0.022
600,44.3566666666667,"PCA + medium + Fumarate",0.096,0.089,0.00700000000000001
600,44.3566666666667,"SD-1  DMR",0.933,0.466,0.467
600,44.3566666666667,"SD-1  DMR+ Ferric citrate",1.416,0.638,0.778
600,44.3566666666667,"SD-1  medium bicarb + Ferric Citrate",1.074,0.266,0.808
600,44.3566666666667,"SD-1  medium PIPES + Ferric Citrate",0.392,0.374,0.018
600,44.3566666666667,"SD-1  medium PIPES + Ferric Citrate + lactate",1.512,0.362,1.15
600,44.3566666666667,"SD-1 Defined media + Acetate",0.212,0.197,0.015
600,44.3566666666667,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.765,0.271,0.494
600,44.6902777777778,"PCA + DMR",0.399,0.427,-0.028
600,44.6902777777778,"PCA + DMR + Fumarate",0.341,0.364,-0.023
600,44.6902777777778,"PCA + medium + Fumarate",0.096,0.089,0.00700000000000001
600,44.6902777777778,"SD-1  DMR",0.935,0.466,0.469
600,44.6902777777778,"SD-1  DMR+ Ferric citrate",1.417,0.637,0.78
600,44.6902777777778,"SD-1  medium bicarb + Ferric Citrate",1.075,0.266,0.809
600,44.6902777777778,"SD-1  medium PIPES + Ferric Citrate",0.392,0.375,0.017
600,44.6902777777778,"SD-1  medium PIPES + Ferric Citrate + lactate",1.518,0.362,1.156
600,44.6902777777778,"SD-1 Defined media + Acetate",0.212,0.198,0.014
600,44.6902777777778,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.768,0.27,0.498
600,45.0238888888889,"PCA + DMR",0.399,0.427,-0.028
600,45.0238888888889,"PCA + DMR + Fumarate",0.341,0.364,-0.023
600,45.0238888888889,"PCA + medium + Fumarate",0.096,0.089,0.00700000000000001
600,45.0238888888889,"SD-1  DMR",0.937,0.466,0.471
600,45.0238888888889,"SD-1  DMR+ Ferric citrate",1.42,0.637,0.783
600,45.0238888888889,"SD-1  medium bicarb + Ferric Citrate",1.076,0.266,0.81
600,45.0238888888889,"SD-1  medium PIPES + Ferric Citrate",0.392,0.375,0.017
600,45.0238888888889,"SD-1  medium PIPES + Ferric Citrate + lactate",1.523,0.362,1.161
600,45.0238888888889,"SD-1 Defined media + Acetate",0.212,0.192,0.02
600,45.0238888888889,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.772,0.27,0.502
600,45.3575,"PCA + DMR",0.399,0.427,-0.028
600,45.3575,"PCA + DMR + Fumarate",0.341,0.364,-0.023
600,45.3575,"PCA + medium + Fumarate",0.096,0.089,0.00700000000000001
600,45.3575,"SD-1  DMR",0.939,0.466,0.473
600,45.3575,"SD-1  DMR+ Ferric citrate",1.422,0.637,0.785
600,45.3575,"SD-1  medium bicarb + Ferric Citrate",1.076,0.266,0.81
600,45.3575,"SD-1  medium PIPES + Ferric Citrate",0.392,0.375,0.017
600,45.3575,"SD-1  medium PIPES + Ferric Citrate + lactate",1.518,0.362,1.156
600,45.3575,"SD-1 Defined media + Acetate",0.213,0.193,0.02
600,45.3575,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.778,0.271,0.507
600,45.6911111111111,"PCA + DMR",0.399,0.427,-0.028
600,45.6911111111111,"PCA + DMR + Fumarate",0.341,0.364,-0.023
600,45.6911111111111,"PCA + medium + Fumarate",0.096,0.089,0.00700000000000001
600,45.6911111111111,"SD-1  DMR",0.94,0.466,0.474
600,45.6911111111111,"SD-1  DMR+ Ferric citrate",1.425,0.637,0.788
600,45.6911111111111,"SD-1  medium bicarb + Ferric Citrate",1.077,0.267,0.81
600,45.6911111111111,"SD-1  medium PIPES + Ferric Citrate",0.392,0.374,0.018
600,45.6911111111111,"SD-1  medium PIPES + Ferric Citrate + lactate",1.517,0.362,1.155
600,45.6911111111111,"SD-1 Defined media + Acetate",0.214,0.192,0.022
600,45.6911111111111,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.782,0.271,0.511
600,46.0247222222222,"PCA + DMR",0.399,0.427,-0.028
600,46.0247222222222,"PCA + DMR + Fumarate",0.341,0.364,-0.023
600,46.0247222222222,"PCA + medium + Fumarate",0.096,0.089,0.00700000000000001
600,46.0247222222222,"SD-1  DMR",0.942,0.467,0.475
600,46.0247222222222,"SD-1  DMR+ Ferric citrate",1.427,0.637,0.79
600,46.0247222222222,"SD-1  medium bicarb + Ferric Citrate",1.078,0.266,0.812
600,46.0247222222222,"SD-1  medium PIPES + Ferric Citrate",0.392,0.375,0.017
600,46.0247222222222,"SD-1  medium PIPES + Ferric Citrate + lactate",1.515,0.362,1.153
600,46.0247222222222,"SD-1 Defined media + Acetate",0.214,0.194,0.02
600,46.0247222222222,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.786,0.271,0.515
600,46.3583333333333,"PCA + DMR",0.399,0.427,-0.028
600,46.3583333333333,"PCA + DMR + Fumarate",0.341,0.364,-0.023
600,46.3583333333333,"PCA + medium + Fumarate",0.096,0.089,0.00700000000000001
600,46.3583333333333,"SD-1  DMR",0.943,0.466,0.477
600,46.3583333333333,"SD-1  DMR+ Ferric citrate",1.43,0.637,0.793
600,46.3583333333333,"SD-1  medium bicarb + Ferric Citrate",1.078,0.267,0.811
600,46.3583333333333,"SD-1  medium PIPES + Ferric Citrate",0.392,0.374,0.018
600,46.3583333333333,"SD-1  medium PIPES + Ferric Citrate + lactate",1.509,0.362,1.147
600,46.3583333333333,"SD-1 Defined media + Acetate",0.215,0.194,0.021
600,46.3583333333333,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.792,0.271,0.521
600,46.6919444444444,"PCA + DMR",0.399,0.427,-0.028
600,46.6919444444444,"PCA + DMR + Fumarate",0.341,0.364,-0.023
600,46.6919444444444,"PCA + medium + Fumarate",0.096,0.089,0.00700000000000001
600,46.6919444444444,"SD-1  DMR",0.945,0.466,0.479
600,46.6919444444444,"SD-1  DMR+ Ferric citrate",1.432,0.636,0.796
600,46.6919444444444,"SD-1  medium bicarb + Ferric Citrate",1.079,0.267,0.812
600,46.6919444444444,"SD-1  medium PIPES + Ferric Citrate",0.393,0.374,0.019
600,46.6919444444444,"SD-1  medium PIPES + Ferric Citrate + lactate",1.514,0.362,1.152
600,46.6919444444444,"SD-1 Defined media + Acetate",0.216,0.192,0.024
600,46.6919444444444,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.796,0.271,0.525
600,47.0255555555556,"PCA + DMR",0.399,0.427,-0.028
600,47.0255555555556,"PCA + DMR + Fumarate",0.341,0.364,-0.023
600,47.0255555555556,"PCA + medium + Fumarate",0.096,0.089,0.00700000000000001
600,47.0255555555556,"SD-1  DMR",0.947,0.466,0.481
600,47.0255555555556,"SD-1  DMR+ Ferric citrate",1.434,0.636,0.798
600,47.0255555555556,"SD-1  medium bicarb + Ferric Citrate",1.08,0.267,0.813
600,47.0255555555556,"SD-1  medium PIPES + Ferric Citrate",0.393,0.374,0.019
600,47.0255555555556,"SD-1  medium PIPES + Ferric Citrate + lactate",1.512,0.362,1.15
600,47.0255555555556,"SD-1 Defined media + Acetate",0.216,0.194,0.022
600,47.0255555555556,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.801,0.27,0.531
600,47.3591666666667,"PCA + DMR",0.399,0.427,-0.028
600,47.3591666666667,"PCA + DMR + Fumarate",0.341,0.364,-0.023
600,47.3591666666667,"PCA + medium + Fumarate",0.096,0.089,0.00700000000000001
600,47.3591666666667,"SD-1  DMR",0.947,0.466,0.481
600,47.3591666666667,"SD-1  DMR+ Ferric citrate",1.437,0.636,0.801
600,47.3591666666667,"SD-1  medium bicarb + Ferric Citrate",1.079,0.278,0.801
600,47.3591666666667,"SD-1  medium PIPES + Ferric Citrate",0.393,0.375,0.018
600,47.3591666666667,"SD-1  medium PIPES + Ferric Citrate + lactate",1.514,0.362,1.152
600,47.3591666666667,"SD-1 Defined media + Acetate",0.217,0.195,0.022
600,47.3591666666667,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.806,0.271,0.535
600,47.6927777777778,"PCA + DMR",0.399,0.427,-0.028
600,47.6927777777778,"PCA + DMR + Fumarate",0.341,0.364,-0.023
600,47.6927777777778,"PCA + medium + Fumarate",0.096,0.09,0.00600000000000001
600,47.6927777777778,"SD-1  DMR",0.95,0.467,0.483
600,47.6927777777778,"SD-1  DMR+ Ferric citrate",1.437,0.635,0.802
600,47.6927777777778,"SD-1  medium bicarb + Ferric Citrate",1.081,0.268,0.813
600,47.6927777777778,"SD-1  medium PIPES + Ferric Citrate",0.393,0.374,0.019
600,47.6927777777778,"SD-1  medium PIPES + Ferric Citrate + lactate",1.514,0.362,1.152
600,47.6927777777778,"SD-1 Defined media + Acetate",0.218,0.193,0.025
600,47.6927777777778,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.81,0.27,0.54
600,48.0263888888889,"PCA + DMR",0.399,0.427,-0.028
600,48.0263888888889,"PCA + DMR + Fumarate",0.341,0.364,-0.023
600,48.0263888888889,"PCA + medium + Fumarate",0.096,0.089,0.00700000000000001
600,48.0263888888889,"SD-1  DMR",0.951,0.467,0.484
600,48.0263888888889,"SD-1  DMR+ Ferric citrate",1.44,0.635,0.805
600,48.0263888888889,"SD-1  medium bicarb + Ferric Citrate",1.081,0.267,0.814
600,48.0263888888889,"SD-1  medium PIPES + Ferric Citrate",0.393,0.373,0.02
600,48.0263888888889,"SD-1  medium PIPES + Ferric Citrate + lactate",1.514,0.362,1.152
600,48.0263888888889,"SD-1 Defined media + Acetate",0.218,0.194,0.024
600,48.0263888888889,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.814,0.269,0.545
600,48.36,"PCA + DMR",0.399,0.427,-0.028
600,48.36,"PCA + DMR + Fumarate",0.341,0.363,-0.022
600,48.36,"PCA + medium + Fumarate",0.096,0.089,0.00700000000000001
600,48.36,"SD-1  DMR",0.953,0.468,0.485
600,48.36,"SD-1  DMR+ Ferric citrate",1.442,0.635,0.807
600,48.36,"SD-1  medium bicarb + Ferric Citrate",1.082,0.266,0.816
600,48.36,"SD-1  medium PIPES + Ferric Citrate",0.393,0.373,0.02
600,48.36,"SD-1  medium PIPES + Ferric Citrate + lactate",1.514,0.362,1.152
600,48.36,"SD-1 Defined media + Acetate",0.219,0.192,0.027
600,48.36,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.819,0.27,0.549
600,48.6936111111111,"PCA + DMR",0.399,0.427,-0.028
600,48.6936111111111,"PCA + DMR + Fumarate",0.341,0.363,-0.022
600,48.6936111111111,"PCA + medium + Fumarate",0.096,0.089,0.00700000000000001
600,48.6936111111111,"SD-1  DMR",0.954,0.466,0.488
600,48.6936111111111,"SD-1  DMR+ Ferric citrate",1.443,0.635,0.808
600,48.6936111111111,"SD-1  medium bicarb + Ferric Citrate",1.083,0.266,0.817
600,48.6936111111111,"SD-1  medium PIPES + Ferric Citrate",0.393,0.373,0.02
600,48.6936111111111,"SD-1  medium PIPES + Ferric Citrate + lactate",1.514,0.362,1.152
600,48.6936111111111,"SD-1 Defined media + Acetate",0.219,0.192,0.027
600,48.6936111111111,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.822,0.27,0.552
600,49.0272222222222,"PCA + DMR",0.399,0.427,-0.028
600,49.0272222222222,"PCA + DMR + Fumarate",0.341,0.363,-0.022
600,49.0272222222222,"PCA + medium + Fumarate",0.096,0.089,0.00700000000000001
600,49.0272222222222,"SD-1  DMR",0.956,0.467,0.489
600,49.0272222222222,"SD-1  DMR+ Ferric citrate",1.446,0.635,0.811
600,49.0272222222222,"SD-1  medium bicarb + Ferric Citrate",1.083,0.267,0.816
600,49.0272222222222,"SD-1  medium PIPES + Ferric Citrate",0.393,0.374,0.019
600,49.0272222222222,"SD-1  medium PIPES + Ferric Citrate + lactate",1.515,0.361,1.154
600,49.0272222222222,"SD-1 Defined media + Acetate",0.22,0.194,0.026
600,49.0272222222222,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.826,0.27,0.556
600,49.3608333333333,"PCA + DMR",0.399,0.427,-0.028
600,49.3608333333333,"PCA + DMR + Fumarate",0.341,0.363,-0.022
600,49.3608333333333,"PCA + medium + Fumarate",0.096,0.089,0.00700000000000001
600,49.3608333333333,"SD-1  DMR",0.958,0.467,0.491
600,49.3608333333333,"SD-1  DMR+ Ferric citrate",1.446,0.635,0.811
600,49.3608333333333,"SD-1  medium bicarb + Ferric Citrate",1.083,0.267,0.816
600,49.3608333333333,"SD-1  medium PIPES + Ferric Citrate",0.393,0.373,0.02
600,49.3608333333333,"SD-1  medium PIPES + Ferric Citrate + lactate",1.516,0.361,1.155
600,49.3608333333333,"SD-1 Defined media + Acetate",0.221,0.192,0.029
600,49.3608333333333,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.828,0.27,0.558
600,49.6944444444444,"PCA + DMR",0.399,0.427,-0.028
600,49.6944444444444,"PCA + DMR + Fumarate",0.34,0.363,-0.023
600,49.6944444444444,"PCA + medium + Fumarate",0.096,0.089,0.00700000000000001
600,49.6944444444444,"SD-1  DMR",0.959,0.467,0.492
600,49.6944444444444,"SD-1  DMR+ Ferric citrate",1.449,0.634,0.815
600,49.6944444444444,"SD-1  medium bicarb + Ferric Citrate",1.084,0.266,0.818
600,49.6944444444444,"SD-1  medium PIPES + Ferric Citrate",0.393,0.374,0.019
600,49.6944444444444,"SD-1  medium PIPES + Ferric Citrate + lactate",1.515,0.361,1.154
600,49.6944444444444,"SD-1 Defined media + Acetate",0.221,0.197,0.024
600,49.6944444444444,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.831,0.27,0.561
600,50.0280555555556,"PCA + DMR",0.399,0.427,-0.028
600,50.0280555555556,"PCA + DMR + Fumarate",0.341,0.363,-0.022
600,50.0280555555556,"PCA + medium + Fumarate",0.096,0.089,0.00700000000000001
600,50.0280555555556,"SD-1  DMR",0.959,0.466,0.493
600,50.0280555555556,"SD-1  DMR+ Ferric citrate",1.453,0.634,0.819
600,50.0280555555556,"SD-1  medium bicarb + Ferric Citrate",1.084,0.267,0.817
600,50.0280555555556,"SD-1  medium PIPES + Ferric Citrate",0.394,0.374,0.02
600,50.0280555555556,"SD-1  medium PIPES + Ferric Citrate + lactate",1.516,0.361,1.155
600,50.0280555555556,"SD-1 Defined media + Acetate",0.222,0.193,0.029
600,50.0280555555556,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.834,0.27,0.564
600,50.3616666666667,"PCA + DMR",0.399,0.427,-0.028
600,50.3616666666667,"PCA + DMR + Fumarate",0.341,0.363,-0.022
600,50.3616666666667,"PCA + medium + Fumarate",0.096,0.089,0.00700000000000001
600,50.3616666666667,"SD-1  DMR",0.962,0.466,0.496
600,50.3616666666667,"SD-1  DMR+ Ferric citrate",1.454,0.634,0.82
600,50.3616666666667,"SD-1  medium bicarb + Ferric Citrate",1.085,0.268,0.817
600,50.3616666666667,"SD-1  medium PIPES + Ferric Citrate",0.394,0.373,0.021
600,50.3616666666667,"SD-1  medium PIPES + Ferric Citrate + lactate",1.516,0.361,1.155
600,50.3616666666667,"SD-1 Defined media + Acetate",0.222,0.192,0.03
600,50.3616666666667,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.837,0.27,0.567
600,50.6952777777778,"PCA + DMR",0.399,0.427,-0.028
600,50.6952777777778,"PCA + DMR + Fumarate",0.34,0.363,-0.023
600,50.6952777777778,"PCA + medium + Fumarate",0.096,0.089,0.00700000000000001
600,50.6952777777778,"SD-1  DMR",0.964,0.467,0.497
600,50.6952777777778,"SD-1  DMR+ Ferric citrate",1.454,0.634,0.82
600,50.6952777777778,"SD-1  medium bicarb + Ferric Citrate",1.085,0.268,0.817
600,50.6952777777778,"SD-1  medium PIPES + Ferric Citrate",0.394,0.374,0.02
600,50.6952777777778,"SD-1  medium PIPES + Ferric Citrate + lactate",1.517,0.362,1.155
600,50.6952777777778,"SD-1 Defined media + Acetate",0.224,0.192,0.032
600,50.6952777777778,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.837,0.27,0.567
600,51.0288888888889,"PCA + DMR",0.399,0.427,-0.028
600,51.0288888888889,"PCA + DMR + Fumarate",0.34,0.363,-0.023
600,51.0288888888889,"PCA + medium + Fumarate",0.096,0.089,0.00700000000000001
600,51.0288888888889,"SD-1  DMR",0.965,0.467,0.498
600,51.0288888888889,"SD-1  DMR+ Ferric citrate",1.457,0.634,0.823
600,51.0288888888889,"SD-1  medium bicarb + Ferric Citrate",1.086,0.273,0.813
