"Wavelength","HOURS","sample_name","sample","blank","intensity_bl_corrected"
730,25.3475,"PCA + DMR",0.183,0.193,-0.01
730,25.3475,"PCA + DMR + Fumarate",0.167,0.164,0.003
730,25.3475,"PCA + medium + Fumarate",0.094,0.092,0.002
730,25.3475,"SD-1  DMR",0.593,0.211,0.382
730,25.3475,"SD-1  DMR+ Ferric citrate",0.939,0.248,0.691
730,25.3475,"SD-1  medium bicarb + Ferric Citrate",0.792,0.126,0.666
730,25.3475,"SD-1  medium PIPES + Ferric Citrate",0.149,0.145,0.004
730,25.3475,"SD-1  medium PIPES + Ferric Citrate + lactate",0.19,0.144,0.046
730,25.3475,"SD-1 Defined media + Acetate",0.117,0.113,0.004
730,25.3475,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.441,0.123,0.318
730,25.6811111111111,"PCA + DMR",0.183,0.194,-0.011
730,25.6811111111111,"PCA + DMR + Fumarate",0.167,0.164,0.003
730,25.6811111111111,"PCA + medium + Fumarate",0.094,0.09,0.004
730,25.6811111111111,"SD-1  DMR",0.594,0.212,0.382
730,25.6811111111111,"SD-1  DMR+ Ferric citrate",0.927,0.247,0.68
730,25.6811111111111,"SD-1  medium bicarb + Ferric Citrate",0.792,0.126,0.666
730,25.6811111111111,"SD-1  medium PIPES + Ferric Citrate",0.149,0.145,0.004
730,25.6811111111111,"SD-1  medium PIPES + Ferric Citrate + lactate",0.196,0.144,0.052
730,25.6811111111111,"SD-1 Defined media + Acetate",0.117,0.113,0.004
730,25.6811111111111,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.441,0.123,0.318
730,26.0147222222222,"PCA + DMR",0.183,0.194,-0.011
730,26.0147222222222,"PCA + DMR + Fumarate",0.167,0.164,0.003
730,26.0147222222222,"PCA + medium + Fumarate",0.094,0.089,0.005
730,26.0147222222222,"SD-1  DMR",0.595,0.212,0.383
730,26.0147222222222,"SD-1  DMR+ Ferric citrate",0.914,0.247,0.667
730,26.0147222222222,"SD-1  medium bicarb + Ferric Citrate",0.794,0.126,0.668
730,26.0147222222222,"SD-1  medium PIPES + Ferric Citrate",0.149,0.146,0.003
730,26.0147222222222,"SD-1  medium PIPES + Ferric Citrate + lactate",0.202,0.144,0.058
730,26.0147222222222,"SD-1 Defined media + Acetate",0.117,0.114,0.003
730,26.0147222222222,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.441,0.124,0.317
730,26.3483333333333,"PCA + DMR",0.183,0.194,-0.011
730,26.3483333333333,"PCA + DMR + Fumarate",0.167,0.164,0.003
730,26.3483333333333,"PCA + medium + Fumarate",0.094,0.089,0.005
730,26.3483333333333,"SD-1  DMR",0.596,0.212,0.384
730,26.3483333333333,"SD-1  DMR+ Ferric citrate",0.913,0.247,0.666
730,26.3483333333333,"SD-1  medium bicarb + Ferric Citrate",0.794,0.126,0.668
730,26.3483333333333,"SD-1  medium PIPES + Ferric Citrate",0.149,0.145,0.004
730,26.3483333333333,"SD-1  medium PIPES + Ferric Citrate + lactate",0.209,0.144,0.065
730,26.3483333333333,"SD-1 Defined media + Acetate",0.118,0.115,0.00299999999999999
730,26.3483333333333,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.44,0.123,0.317
730,26.6819444444444,"PCA + DMR",0.183,0.194,-0.011
730,26.6819444444444,"PCA + DMR + Fumarate",0.167,0.164,0.003
730,26.6819444444444,"PCA + medium + Fumarate",0.094,0.089,0.005
730,26.6819444444444,"SD-1  DMR",0.598,0.212,0.386
730,26.6819444444444,"SD-1  DMR+ Ferric citrate",0.923,0.246,0.677
730,26.6819444444444,"SD-1  medium bicarb + Ferric Citrate",0.795,0.127,0.668
730,26.6819444444444,"SD-1  medium PIPES + Ferric Citrate",0.149,0.145,0.004
730,26.6819444444444,"SD-1  medium PIPES + Ferric Citrate + lactate",0.217,0.144,0.073
730,26.6819444444444,"SD-1 Defined media + Acetate",0.118,0.117,0.000999999999999987
730,26.6819444444444,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.44,0.122,0.318
730,27.0155555555556,"PCA + DMR",0.183,0.194,-0.011
730,27.0155555555556,"PCA + DMR + Fumarate",0.167,0.164,0.003
730,27.0155555555556,"PCA + medium + Fumarate",0.094,0.089,0.005
730,27.0155555555556,"SD-1  DMR",0.598,0.212,0.386
730,27.0155555555556,"SD-1  DMR+ Ferric citrate",0.949,0.247,0.702
730,27.0155555555556,"SD-1  medium bicarb + Ferric Citrate",0.797,0.126,0.671
730,27.0155555555556,"SD-1  medium PIPES + Ferric Citrate",0.149,0.145,0.004
730,27.0155555555556,"SD-1  medium PIPES + Ferric Citrate + lactate",0.228,0.144,0.084
730,27.0155555555556,"SD-1 Defined media + Acetate",0.118,0.113,0.00499999999999999
730,27.0155555555556,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.44,0.122,0.318
730,27.3491666666667,"PCA + DMR",0.183,0.194,-0.011
730,27.3491666666667,"PCA + DMR + Fumarate",0.167,0.164,0.003
730,27.3491666666667,"PCA + medium + Fumarate",0.094,0.089,0.005
730,27.3491666666667,"SD-1  DMR",0.599,0.213,0.386
730,27.3491666666667,"SD-1  DMR+ Ferric citrate",0.998,0.246,0.752
730,27.3491666666667,"SD-1  medium bicarb + Ferric Citrate",0.798,0.125,0.673
730,27.3491666666667,"SD-1  medium PIPES + Ferric Citrate",0.149,0.145,0.004
730,27.3491666666667,"SD-1  medium PIPES + Ferric Citrate + lactate",0.239,0.144,0.095
730,27.3491666666667,"SD-1 Defined media + Acetate",0.118,0.113,0.00499999999999999
730,27.3491666666667,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.44,0.122,0.318
730,27.6827777777778,"PCA + DMR",0.183,0.194,-0.011
730,27.6827777777778,"PCA + DMR + Fumarate",0.167,0.163,0.004
730,27.6827777777778,"PCA + medium + Fumarate",0.094,0.096,-0.002
730,27.6827777777778,"SD-1  DMR",0.599,0.213,0.386
730,27.6827777777778,"SD-1  DMR+ Ferric citrate",1.021,0.246,0.775
730,27.6827777777778,"SD-1  medium bicarb + Ferric Citrate",0.799,0.127,0.672
730,27.6827777777778,"SD-1  medium PIPES + Ferric Citrate",0.15,0.144,0.00600000000000001
730,27.6827777777778,"SD-1  medium PIPES + Ferric Citrate + lactate",0.249,0.144,0.105
730,27.6827777777778,"SD-1 Defined media + Acetate",0.118,0.113,0.00499999999999999
730,27.6827777777778,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.439,0.123,0.316
730,28.0163888888889,"PCA + DMR",0.183,0.194,-0.011
730,28.0163888888889,"PCA + DMR + Fumarate",0.166,0.163,0.003
730,28.0163888888889,"PCA + medium + Fumarate",0.094,0.089,0.005
730,28.0163888888889,"SD-1  DMR",0.602,0.213,0.389
730,28.0163888888889,"SD-1  DMR+ Ferric citrate",1.026,0.245,0.781
730,28.0163888888889,"SD-1  medium bicarb + Ferric Citrate",0.801,0.127,0.674
730,28.0163888888889,"SD-1  medium PIPES + Ferric Citrate",0.15,0.145,0.005
730,28.0163888888889,"SD-1  medium PIPES + Ferric Citrate + lactate",0.266,0.144,0.122
730,28.0163888888889,"SD-1 Defined media + Acetate",0.119,0.115,0.00399999999999999
730,28.0163888888889,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.439,0.123,0.316
730,28.35,"PCA + DMR",0.183,0.194,-0.011
730,28.35,"PCA + DMR + Fumarate",0.167,0.163,0.004
730,28.35,"PCA + medium + Fumarate",0.094,0.089,0.005
730,28.35,"SD-1  DMR",0.603,0.214,0.389
730,28.35,"SD-1  DMR+ Ferric citrate",1.021,0.245,0.776
730,28.35,"SD-1  medium bicarb + Ferric Citrate",0.803,0.132,0.671
730,28.35,"SD-1  medium PIPES + Ferric Citrate",0.15,0.146,0.004
730,28.35,"SD-1  medium PIPES + Ferric Citrate + lactate",0.279,0.144,0.135
730,28.35,"SD-1 Defined media + Acetate",0.119,0.116,0.00299999999999999
730,28.35,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.438,0.123,0.315
730,28.6836111111111,"PCA + DMR",0.183,0.194,-0.011
730,28.6836111111111,"PCA + DMR + Fumarate",0.167,0.163,0.004
730,28.6836111111111,"PCA + medium + Fumarate",0.094,0.089,0.005
730,28.6836111111111,"SD-1  DMR",0.603,0.214,0.389
730,28.6836111111111,"SD-1  DMR+ Ferric citrate",1.008,0.245,0.763
730,28.6836111111111,"SD-1  medium bicarb + Ferric Citrate",0.804,0.126,0.678
730,28.6836111111111,"SD-1  medium PIPES + Ferric Citrate",0.15,0.144,0.00600000000000001
730,28.6836111111111,"SD-1  medium PIPES + Ferric Citrate + lactate",0.295,0.144,0.151
730,28.6836111111111,"SD-1 Defined media + Acetate",0.119,0.114,0.00499999999999999
730,28.6836111111111,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.438,0.122,0.316
730,29.0172222222222,"PCA + DMR",0.183,0.195,-0.012
730,29.0172222222222,"PCA + DMR + Fumarate",0.166,0.163,0.003
730,29.0172222222222,"PCA + medium + Fumarate",0.094,0.092,0.002
730,29.0172222222222,"SD-1  DMR",0.605,0.214,0.391
730,29.0172222222222,"SD-1  DMR+ Ferric citrate",0.991,0.245,0.746
730,29.0172222222222,"SD-1  medium bicarb + Ferric Citrate",0.807,0.126,0.681
730,29.0172222222222,"SD-1  medium PIPES + Ferric Citrate",0.15,0.146,0.004
730,29.0172222222222,"SD-1  medium PIPES + Ferric Citrate + lactate",0.312,0.144,0.168
730,29.0172222222222,"SD-1 Defined media + Acetate",0.12,0.117,0.00299999999999999
730,29.0172222222222,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.438,0.122,0.316
730,29.3508333333333,"PCA + DMR",0.183,0.195,-0.012
730,29.3508333333333,"PCA + DMR + Fumarate",0.166,0.163,0.003
730,29.3508333333333,"PCA + medium + Fumarate",0.094,0.089,0.005
730,29.3508333333333,"SD-1  DMR",0.605,0.214,0.391
730,29.3508333333333,"SD-1  DMR+ Ferric citrate",0.969,0.244,0.725
730,29.3508333333333,"SD-1  medium bicarb + Ferric Citrate",0.809,0.126,0.683
730,29.3508333333333,"SD-1  medium PIPES + Ferric Citrate",0.15,0.145,0.005
730,29.3508333333333,"SD-1  medium PIPES + Ferric Citrate + lactate",0.326,0.144,0.182
730,29.3508333333333,"SD-1 Defined media + Acetate",0.12,0.112,0.00799999999999999
730,29.3508333333333,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.438,0.122,0.316
730,29.6844444444444,"PCA + DMR",0.183,0.195,-0.012
730,29.6844444444444,"PCA + DMR + Fumarate",0.166,0.163,0.003
730,29.6844444444444,"PCA + medium + Fumarate",0.094,0.089,0.005
730,29.6844444444444,"SD-1  DMR",0.607,0.214,0.393
730,29.6844444444444,"SD-1  DMR+ Ferric citrate",0.948,0.244,0.704
730,29.6844444444444,"SD-1  medium bicarb + Ferric Citrate",0.812,0.126,0.686
730,29.6844444444444,"SD-1  medium PIPES + Ferric Citrate",0.151,0.145,0.00600000000000001
730,29.6844444444444,"SD-1  medium PIPES + Ferric Citrate + lactate",0.342,0.144,0.198
730,29.6844444444444,"SD-1 Defined media + Acetate",0.12,0.114,0.00599999999999999
730,29.6844444444444,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.438,0.122,0.316
730,30.0180555555556,"PCA + DMR",0.183,0.195,-0.012
730,30.0180555555556,"PCA + DMR + Fumarate",0.166,0.163,0.003
730,30.0180555555556,"PCA + medium + Fumarate",0.094,0.089,0.005
730,30.0180555555556,"SD-1  DMR",0.608,0.214,0.394
730,30.0180555555556,"SD-1  DMR+ Ferric citrate",0.924,0.244,0.68
730,30.0180555555556,"SD-1  medium bicarb + Ferric Citrate",0.815,0.126,0.689
730,30.0180555555556,"SD-1  medium PIPES + Ferric Citrate",0.15,0.144,0.00600000000000001
730,30.0180555555556,"SD-1  medium PIPES + Ferric Citrate + lactate",0.362,0.144,0.218
730,30.0180555555556,"SD-1 Defined media + Acetate",0.12,0.115,0.00499999999999999
730,30.0180555555556,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.437,0.122,0.315
730,30.3516666666667,"PCA + DMR",0.184,0.195,-0.011
730,30.3516666666667,"PCA + DMR + Fumarate",0.166,0.163,0.003
730,30.3516666666667,"PCA + medium + Fumarate",0.094,0.089,0.005
730,30.3516666666667,"SD-1  DMR",0.609,0.216,0.393
730,30.3516666666667,"SD-1  DMR+ Ferric citrate",0.904,0.244,0.66
730,30.3516666666667,"SD-1  medium bicarb + Ferric Citrate",0.817,0.125,0.692
730,30.3516666666667,"SD-1  medium PIPES + Ferric Citrate",0.15,0.145,0.005
730,30.3516666666667,"SD-1  medium PIPES + Ferric Citrate + lactate",0.392,0.144,0.248
730,30.3516666666667,"SD-1 Defined media + Acetate",0.12,0.112,0.00799999999999999
730,30.3516666666667,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.437,0.122,0.315
730,30.6852777777778,"PCA + DMR",0.183,0.196,-0.013
730,30.6852777777778,"PCA + DMR + Fumarate",0.166,0.163,0.003
730,30.6852777777778,"PCA + medium + Fumarate",0.094,0.089,0.005
730,30.6852777777778,"SD-1  DMR",0.61,0.215,0.395
730,30.6852777777778,"SD-1  DMR+ Ferric citrate",0.884,0.244,0.64
730,30.6852777777778,"SD-1  medium bicarb + Ferric Citrate",0.819,0.126,0.693
730,30.6852777777778,"SD-1  medium PIPES + Ferric Citrate",0.151,0.145,0.00600000000000001
730,30.6852777777778,"SD-1  medium PIPES + Ferric Citrate + lactate",0.416,0.144,0.272
730,30.6852777777778,"SD-1 Defined media + Acetate",0.12,0.112,0.00799999999999999
730,30.6852777777778,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.437,0.123,0.314
730,31.0188888888889,"PCA + DMR",0.184,0.196,-0.012
730,31.0188888888889,"PCA + DMR + Fumarate",0.166,0.163,0.003
730,31.0188888888889,"PCA + medium + Fumarate",0.094,0.091,0.003
730,31.0188888888889,"SD-1  DMR",0.611,0.215,0.396
730,31.0188888888889,"SD-1  DMR+ Ferric citrate",0.869,0.243,0.626
730,31.0188888888889,"SD-1  medium bicarb + Ferric Citrate",0.821,0.13,0.691
730,31.0188888888889,"SD-1  medium PIPES + Ferric Citrate",0.151,0.144,0.00700000000000001
730,31.0188888888889,"SD-1  medium PIPES + Ferric Citrate + lactate",0.44,0.144,0.296
730,31.0188888888889,"SD-1 Defined media + Acetate",0.121,0.113,0.00799999999999999
730,31.0188888888889,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.436,0.122,0.314
730,31.3525,"PCA + DMR",0.183,0.196,-0.013
730,31.3525,"PCA + DMR + Fumarate",0.166,0.163,0.003
730,31.3525,"PCA + medium + Fumarate",0.094,0.089,0.005
730,31.3525,"SD-1  DMR",0.611,0.215,0.396
730,31.3525,"SD-1  DMR+ Ferric citrate",0.856,0.243,0.613
730,31.3525,"SD-1  medium bicarb + Ferric Citrate",0.821,0.126,0.695
730,31.3525,"SD-1  medium PIPES + Ferric Citrate",0.151,0.145,0.00600000000000001
730,31.3525,"SD-1  medium PIPES + Ferric Citrate + lactate",0.461,0.144,0.317
730,31.3525,"SD-1 Defined media + Acetate",0.121,0.114,0.00699999999999999
730,31.3525,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.436,0.122,0.314
730,31.6861111111111,"PCA + DMR",0.184,0.196,-0.012
730,31.6861111111111,"PCA + DMR + Fumarate",0.166,0.163,0.003
730,31.6861111111111,"PCA + medium + Fumarate",0.094,0.089,0.005
730,31.6861111111111,"SD-1  DMR",0.613,0.216,0.397
730,31.6861111111111,"SD-1  DMR+ Ferric citrate",0.844,0.243,0.601
730,31.6861111111111,"SD-1  medium bicarb + Ferric Citrate",0.823,0.125,0.698
730,31.6861111111111,"SD-1  medium PIPES + Ferric Citrate",0.151,0.145,0.00600000000000001
730,31.6861111111111,"SD-1  medium PIPES + Ferric Citrate + lactate",0.484,0.144,0.34
730,31.6861111111111,"SD-1 Defined media + Acetate",0.122,0.112,0.01
730,31.6861111111111,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.436,0.122,0.314
730,32.0197222222222,"PCA + DMR",0.184,0.196,-0.012
730,32.0197222222222,"PCA + DMR + Fumarate",0.166,0.162,0.004
730,32.0197222222222,"PCA + medium + Fumarate",0.094,0.089,0.005
730,32.0197222222222,"SD-1  DMR",0.614,0.216,0.398
730,32.0197222222222,"SD-1  DMR+ Ferric citrate",0.836,0.243,0.593
730,32.0197222222222,"SD-1  medium bicarb + Ferric Citrate",0.824,0.125,0.699
730,32.0197222222222,"SD-1  medium PIPES + Ferric Citrate",0.15,0.145,0.005
730,32.0197222222222,"SD-1  medium PIPES + Ferric Citrate + lactate",0.506,0.144,0.362
730,32.0197222222222,"SD-1 Defined media + Acetate",0.122,0.113,0.00899999999999999
730,32.0197222222222,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.436,0.122,0.314
730,32.3533333333333,"PCA + DMR",0.184,0.196,-0.012
730,32.3533333333333,"PCA + DMR + Fumarate",0.166,0.162,0.004
730,32.3533333333333,"PCA + medium + Fumarate",0.094,0.089,0.005
730,32.3533333333333,"SD-1  DMR",0.615,0.216,0.399
730,32.3533333333333,"SD-1  DMR+ Ferric citrate",0.831,0.242,0.589
730,32.3533333333333,"SD-1  medium bicarb + Ferric Citrate",0.825,0.13,0.695
730,32.3533333333333,"SD-1  medium PIPES + Ferric Citrate",0.151,0.144,0.00700000000000001
730,32.3533333333333,"SD-1  medium PIPES + Ferric Citrate + lactate",0.53,0.144,0.386
730,32.3533333333333,"SD-1 Defined media + Acetate",0.122,0.113,0.00899999999999999
730,32.3533333333333,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.436,0.122,0.314
730,32.6869444444444,"PCA + DMR",0.183,0.195,-0.012
730,32.6869444444444,"PCA + DMR + Fumarate",0.166,0.163,0.003
730,32.6869444444444,"PCA + medium + Fumarate",0.094,0.089,0.005
730,32.6869444444444,"SD-1  DMR",0.617,0.216,0.401
730,32.6869444444444,"SD-1  DMR+ Ferric citrate",0.823,0.242,0.581
730,32.6869444444444,"SD-1  medium bicarb + Ferric Citrate",0.825,0.125,0.7
730,32.6869444444444,"SD-1  medium PIPES + Ferric Citrate",0.151,0.145,0.00600000000000001
730,32.6869444444444,"SD-1  medium PIPES + Ferric Citrate + lactate",0.55,0.144,0.406
730,32.6869444444444,"SD-1 Defined media + Acetate",0.122,0.113,0.00899999999999999
730,32.6869444444444,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.436,0.122,0.314
730,33.0205555555556,"PCA + DMR",0.184,0.196,-0.012
730,33.0205555555556,"PCA + DMR + Fumarate",0.166,0.163,0.003
730,33.0205555555556,"PCA + medium + Fumarate",0.094,0.089,0.005
730,33.0205555555556,"SD-1  DMR",0.618,0.216,0.402
730,33.0205555555556,"SD-1  DMR+ Ferric citrate",0.821,0.242,0.579
730,33.0205555555556,"SD-1  medium bicarb + Ferric Citrate",0.827,0.126,0.701
730,33.0205555555556,"SD-1  medium PIPES + Ferric Citrate",0.151,0.144,0.00700000000000001
730,33.0205555555556,"SD-1  medium PIPES + Ferric Citrate + lactate",0.571,0.144,0.427
730,33.0205555555556,"SD-1 Defined media + Acetate",0.122,0.115,0.00699999999999999
730,33.0205555555556,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.436,0.122,0.314
730,33.3541666666667,"PCA + DMR",0.184,0.195,-0.011
730,33.3541666666667,"PCA + DMR + Fumarate",0.166,0.162,0.004
730,33.3541666666667,"PCA + medium + Fumarate",0.094,0.089,0.005
730,33.3541666666667,"SD-1  DMR",0.618,0.216,0.402
730,33.3541666666667,"SD-1  DMR+ Ferric citrate",0.821,0.242,0.579
730,33.3541666666667,"SD-1  medium bicarb + Ferric Citrate",0.827,0.125,0.702
730,33.3541666666667,"SD-1  medium PIPES + Ferric Citrate",0.151,0.145,0.00600000000000001
730,33.3541666666667,"SD-1  medium PIPES + Ferric Citrate + lactate",0.602,0.144,0.458
730,33.3541666666667,"SD-1 Defined media + Acetate",0.122,0.112,0.01
730,33.3541666666667,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.436,0.123,0.313
730,33.6877777777778,"PCA + DMR",0.184,0.195,-0.011
730,33.6877777777778,"PCA + DMR + Fumarate",0.166,0.163,0.003
730,33.6877777777778,"PCA + medium + Fumarate",0.094,0.089,0.005
730,33.6877777777778,"SD-1  DMR",0.62,0.216,0.404
730,33.6877777777778,"SD-1  DMR+ Ferric citrate",0.818,0.242,0.576
730,33.6877777777778,"SD-1  medium bicarb + Ferric Citrate",0.828,0.126,0.702
730,33.6877777777778,"SD-1  medium PIPES + Ferric Citrate",0.151,0.145,0.00600000000000001
730,33.6877777777778,"SD-1  medium PIPES + Ferric Citrate + lactate",0.627,0.144,0.483
730,33.6877777777778,"SD-1 Defined media + Acetate",0.122,0.112,0.01
730,33.6877777777778,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.436,0.122,0.314
730,34.0213888888889,"PCA + DMR",0.184,0.195,-0.011
730,34.0213888888889,"PCA + DMR + Fumarate",0.166,0.162,0.004
730,34.0213888888889,"PCA + medium + Fumarate",0.093,0.089,0.004
730,34.0213888888889,"SD-1  DMR",0.621,0.216,0.405
730,34.0213888888889,"SD-1  DMR+ Ferric citrate",0.817,0.242,0.575
730,34.0213888888889,"SD-1  medium bicarb + Ferric Citrate",0.829,0.126,0.703
730,34.0213888888889,"SD-1  medium PIPES + Ferric Citrate",0.151,0.145,0.00600000000000001
730,34.0213888888889,"SD-1  medium PIPES + Ferric Citrate + lactate",0.655,0.144,0.511
730,34.0213888888889,"SD-1 Defined media + Acetate",0.122,0.113,0.00899999999999999
730,34.0213888888889,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.436,0.122,0.314
730,34.355,"PCA + DMR",0.184,0.196,-0.012
730,34.355,"PCA + DMR + Fumarate",0.166,0.162,0.004
730,34.355,"PCA + medium + Fumarate",0.094,0.089,0.005
730,34.355,"SD-1  DMR",0.623,0.217,0.406
730,34.355,"SD-1  DMR+ Ferric citrate",0.818,0.242,0.576
730,34.355,"SD-1  medium bicarb + Ferric Citrate",0.829,0.125,0.704
730,34.355,"SD-1  medium PIPES + Ferric Citrate",0.151,0.145,0.00600000000000001
730,34.355,"SD-1  medium PIPES + Ferric Citrate + lactate",0.688,0.144,0.544
730,34.355,"SD-1 Defined media + Acetate",0.122,0.114,0.00799999999999999
730,34.355,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.436,0.122,0.314
730,34.6886111111111,"PCA + DMR",0.184,0.196,-0.012
730,34.6886111111111,"PCA + DMR + Fumarate",0.166,0.162,0.004
730,34.6886111111111,"PCA + medium + Fumarate",0.094,0.089,0.005
730,34.6886111111111,"SD-1  DMR",0.625,0.217,0.408
730,34.6886111111111,"SD-1  DMR+ Ferric citrate",0.816,0.242,0.574
730,34.6886111111111,"SD-1  medium bicarb + Ferric Citrate",0.83,0.126,0.704
730,34.6886111111111,"SD-1  medium PIPES + Ferric Citrate",0.151,0.145,0.00600000000000001
730,34.6886111111111,"SD-1  medium PIPES + Ferric Citrate + lactate",0.718,0.144,0.574
730,34.6886111111111,"SD-1 Defined media + Acetate",0.123,0.114,0.00899999999999999
730,34.6886111111111,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.436,0.122,0.314
730,35.0222222222222,"PCA + DMR",0.184,0.196,-0.012
730,35.0222222222222,"PCA + DMR + Fumarate",0.166,0.162,0.004
730,35.0222222222222,"PCA + medium + Fumarate",0.094,0.089,0.005
730,35.0222222222222,"SD-1  DMR",0.625,0.217,0.408
730,35.0222222222222,"SD-1  DMR+ Ferric citrate",0.817,0.242,0.575
730,35.0222222222222,"SD-1  medium bicarb + Ferric Citrate",0.83,0.126,0.704
730,35.0222222222222,"SD-1  medium PIPES + Ferric Citrate",0.152,0.145,0.00700000000000001
730,35.0222222222222,"SD-1  medium PIPES + Ferric Citrate + lactate",0.749,0.144,0.605
730,35.0222222222222,"SD-1 Defined media + Acetate",0.123,0.112,0.011
730,35.0222222222222,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.436,0.122,0.314
730,35.3558333333333,"PCA + DMR",0.184,0.196,-0.012
730,35.3558333333333,"PCA + DMR + Fumarate",0.166,0.162,0.004
730,35.3558333333333,"PCA + medium + Fumarate",0.093,0.089,0.004
730,35.3558333333333,"SD-1  DMR",0.626,0.217,0.409
730,35.3558333333333,"SD-1  DMR+ Ferric citrate",0.816,0.241,0.575
730,35.3558333333333,"SD-1  medium bicarb + Ferric Citrate",0.831,0.126,0.705
730,35.3558333333333,"SD-1  medium PIPES + Ferric Citrate",0.151,0.144,0.00700000000000001
730,35.3558333333333,"SD-1  medium PIPES + Ferric Citrate + lactate",0.77,0.144,0.626
730,35.3558333333333,"SD-1 Defined media + Acetate",0.123,0.112,0.011
730,35.3558333333333,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.437,0.123,0.314
730,35.6894444444444,"PCA + DMR",0.184,0.196,-0.012
730,35.6894444444444,"PCA + DMR + Fumarate",0.165,0.162,0.003
730,35.6894444444444,"PCA + medium + Fumarate",0.094,0.089,0.005
730,35.6894444444444,"SD-1  DMR",0.627,0.217,0.41
730,35.6894444444444,"SD-1  DMR+ Ferric citrate",0.819,0.241,0.578
730,35.6894444444444,"SD-1  medium bicarb + Ferric Citrate",0.832,0.125,0.707
730,35.6894444444444,"SD-1  medium PIPES + Ferric Citrate",0.151,0.146,0.005
730,35.6894444444444,"SD-1  medium PIPES + Ferric Citrate + lactate",0.794,0.144,0.65
730,35.6894444444444,"SD-1 Defined media + Acetate",0.124,0.112,0.012
730,35.6894444444444,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.437,0.123,0.314
730,36.0230555555556,"PCA + DMR",0.184,0.196,-0.012
730,36.0230555555556,"PCA + DMR + Fumarate",0.166,0.162,0.004
730,36.0230555555556,"PCA + medium + Fumarate",0.094,0.089,0.005
730,36.0230555555556,"SD-1  DMR",0.629,0.218,0.411
730,36.0230555555556,"SD-1  DMR+ Ferric citrate",0.818,0.241,0.577
730,36.0230555555556,"SD-1  medium bicarb + Ferric Citrate",0.833,0.126,0.707
730,36.0230555555556,"SD-1  medium PIPES + Ferric Citrate",0.151,0.144,0.00700000000000001
730,36.0230555555556,"SD-1  medium PIPES + Ferric Citrate + lactate",0.822,0.144,0.678
730,36.0230555555556,"SD-1 Defined media + Acetate",0.124,0.116,0.00799999999999999
730,36.0230555555556,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.438,0.123,0.315
730,36.3566666666667,"PCA + DMR",0.184,0.196,-0.012
730,36.3566666666667,"PCA + DMR + Fumarate",0.166,0.162,0.004
730,36.3566666666667,"PCA + medium + Fumarate",0.094,0.089,0.005
730,36.3566666666667,"SD-1  DMR",0.63,0.218,0.412
730,36.3566666666667,"SD-1  DMR+ Ferric citrate",0.819,0.241,0.578
730,36.3566666666667,"SD-1  medium bicarb + Ferric Citrate",0.833,0.125,0.708
730,36.3566666666667,"SD-1  medium PIPES + Ferric Citrate",0.151,0.145,0.00600000000000001
730,36.3566666666667,"SD-1  medium PIPES + Ferric Citrate + lactate",0.847,0.144,0.703
730,36.3566666666667,"SD-1 Defined media + Acetate",0.124,0.112,0.012
730,36.3566666666667,"SD-1 Defined media + Acetate, pyruvate, formate, lactate",0.438,0.122,0.316
730,36.6902777777778,"PCA + DMR",0.184,0.196,-0.012
730,36.6902777777778,"PCA + DMR + Fumarate",0.166,0.162,0.004
730,36.6902777777778,"PCA + medium + Fumarate",0.094,0.089,0.005
730,36.6902777777778,"SD-1  DMR",0.631,0.218,0.413
730,36.6902777777778,"SD-1  DMR+ Ferric citrate",0.82,0.241,0.579
